"","zip","name","addr","lat","lng","city"
"3387",10777,"MERCEDES PHARMACY","514 WILLIS AVE",40.815308,-73.918311,"BRONX"
"3388",11003,"BRONX PHARMACY","690 A MELROSE AVE",40.8198864,-73.916008,"BRONX"
"3389",10362,"SPAN AM PHARMACY","2810 3RD AVE",40.815309,-73.918587,"BRONX"
"3390",10739,"BOCA PHARMACY","904 PROSPECT AVE",40.8211,-73.900681,"BRONX"
"3394",72474,"Neo Pharmacy Inc","785 E 163 Street",40.82278,-73.9027999,"Bronx"
"3395",72548,"Goodman Pharmacy","779 Melrose Ave",40.8220927,-73.9149465,"Bronx"
"3396",10351,"WELL CARE PHARMACY","397 E 167 ST",40.8307683,-73.9105336,"BRONX"
"3397",72428,"Webster Ave Pharmacy Corp","1231 Webster Ave",40.8327432,-73.9096021,"Bronx"
"3398",69486,"V V Pharmacy Inc","492 E 169th St",40.8327729,-73.9054173,"Bronx"
"3399",10815,"BOCA PHARMACY","1225 FULTON AVE",40.830849,-73.904732,"BRONX"
"3401",10923,"STV CHEMISTS INC","1363 WEBSTER AVE",40.835842,-73.90801,"BRONX"
"3403",10522,"LINCOLN CARE DRUGS INC","270 EAST 165TH STREET",40.829007,-73.915996,"BRONX"
"3404",10364,"DRUG DEPOT CORP","619 EAST 169TH STREET",40.8317356,-73.9019261,"BRONX"
"3405",10167,"MORRIS PHARMACY","255 B E 165TH ST",40.829531,-73.9169475,"BRONX"
"3407",69494,"New Pharmacy Inc","530 E 170 St",40.8349434,-73.9033954,"Bronx"
"3408",72439,"Rxmasters Inc","1437 Webster Ave",40.8372465,-73.9068359,"Bronx"
"3409",72546,"Mrn Drugs Inc","1262 Boston Rd",40.8305917,-73.9008742,"Bronx"
"3410",72444,"Urvi Pharmacy Inc","3250 Third Ave",40.8242011,-73.90844,"Bronx"
"3411",10690,"BOSTON ROAD PHARMACY","1272 BOSTON RD",40.8308,-73.900198,"BRONX"
"3412",20679,"KINGS PHARMACY","545 ST PAULS PL",40.8357312,-73.9020745,"BRONX"
"3414",10468,"ST PAULS NEIGHBORHOOD PHARMACY LLC","3750A 3RD AVE",40.8362964,-73.9026059,"BRONX"
"3415",69452,"Hmb Pharmacy Management Llc","305 E 161st St",40.825477,-73.916928,"Bronx"
"3416",21058,"POSITIVE CARE PHARMACY INC","502A E TREMONT AVE",40.8467648,-73.8968163,"BRONX"
"3417",21091,"BRONX PHARMACY","511 E TREMONT AVE",40.8467735,-73.8966722,"BRONX"
"3418",10456,"WASHINGTON PHARMACY CORP","484 E TREMONT AVE",40.846896,-73.8974855,"BRONX"
"3419",72404,"Best Aid Community Pharmacy Llc","563 E Tremont Ave # 573",40.8465987,-73.894451,"Bronx"
"3420",69457,"Afi Pharmacy Llc","595 E Tremont Ave",40.8465811,-73.8936634,"Bronx"
"3421",10638,"FELICITY PHARMACY INC","621 E TREMONT AVE",40.8463059,-73.8929575,"BRONX"
"3422",20720,"AGRA PHARMACY INC","1575 BATHGATE AVE",40.83876,-73.901759,"BRONX"
"3423",69236,"Webster Drugs Inc","753 E Tremont Avenue",40.8445746,-73.889176,"Bronx"
"3425",72436,"Tremont Chemists Inc","822 E Tremont Ave",40.8438104,-73.887883,"Bronx"
"3427",11007,"ROSE DRUG STORE INC","262 E BURNSIDE AVE",40.8513833,-73.9022292,"BRONX"
"3428",10773,"CARE WELL PHARMACY AND SURGICAL INC","826 E TREMONT AVE",40.8433569,-73.8870052,"BRONX"
"3430",72575,"B & P Empire Management Inc","864a E Tremont Ave",40.8430563,-73.8863519,"Bronx"
"3435",21100,"SPECIALTY CARE PHARMACY","4463 THIRD AVE",40.8526609,-73.8922961,"BRONX"
"3436",20704,"BEN-TAL PHARMACY SERVICES INC","360 EAST 193RD ST",40.863058,-73.891188,"BRONX"
"3437",72357,"Harbor Apothecary Inc","625 E Fordham Rd",40.8582042,-73.8839468,"Bronx"
"3438",20798,"PLAZA PHARMACY","2515 WEBSTER AVE",40.861431,-73.891987,"BRONX"
"3439",72386,"Prime Aid Pharmacy Corp","373 E Fordham Rd",40.8619894,-73.8921226,"Bronx"
"3440",72362,"Totalcare Pharmacy Management Inc","322 E 194th St",40.8641743,-73.8916059,"Bronx"
"3441",21154,"BEDFORD PHARMACY LLC","392B BEDFORD PARK BLVD",40.8675587,-73.8839028,"BRONX"
"3442",21186,"KINGSBRIDGE PHARMACY","229 E KINGSBRIDGE RD",40.8650049,-73.893526,"BRONX"
"3443",10908,"BRONX CARE PHARMACY INC","2404 WEBSTER AVAE",40.8587429,-73.893571,"BRONX"
"3444",20642,"AMATO PHARMACY","619 E 187TH ST",40.8552344,-73.8868946,"BRONX"
"3445",20967,"EXPRESS PHARMACY","2844 BRIGGS AVE",40.8690392,-73.8891271,"BRONX"
"3446",20895,"LEROY PHARMACY II LLC","245 E 198TH ST",40.869314,-73.889117,"BRONX"
"3447",69258,"Kannaya Pharmacy Inc","2558 Grand Concourse",40.8639162,-73.8957104,"Bronx"
"3448",11317,"HOPEWELL PHARMACY INC","251 E 188TH ST",40.8610233,-73.8963819,"BRONX"
"3449",10345,"MANUIHAR PHARMACY","2343 ARTHUR AVE",40.854491,-73.888824,"BRONX"
"3450",10291,"MT. CARMEL PHARMACY","705 E 187TH ST",40.854313,-73.884164,"BRONX"
"3451",10330,"DRUG RITE PHARMACY","2426 GRAND CONCOURSE",40.8622944,-73.8969549,"BRONX"
"3452",20803,"TOTAL CARE PHARMACY","4531 THIRD AVE",40.854355,-73.89106,"BRONX"
"3453",11352,"KINGRAJ PHARMACY INC","58 E KINGSBRIDGE RD",40.866557,-73.896089,"BRONX"
"3454",11223,"STAR PHARMACY","57 E KINGSBRIDGE RD",40.86712,-73.895821,"BRONX"
"3455",69379,"Theonis Pharmacy Inc","2465 Grand Concourse",40.8615828,-73.8979688,"Bronx"
"3456",20755,"URBAN CHEMISTS INC","1073 SOUTHERN BLVD",40.8254537,-73.8919223,"BRONX"
"3457",10473,"SOLS PHARMACY INC","1070 SOUTHERN BLVD",40.8253119,-73.8915339,"BRONX"
"3458",10204,"SOLS PHARMACY","1515 SOUTHERN BLVD",40.83321,-73.890618,"BRONX"
"3459",10338,"COMMUNITY CARE PHARMACY","979 WESTCHESTER AVE",40.8231651,-73.8949435,"BRONX"
"3460",11285,"SOLS PHARMACY","988 SOUTHERN BLVD",40.8226688,-73.891684,"BRONX"
"3463",21334,"PHARMACADE PHARMACY INC","1049 E 163RD ST",40.8210024,-73.890998,"BRONX"
"3464",21251,"K AND S PHARMACY","1028 E 163RD ST",40.8209502,-73.8920089,"BRONX"
"3465",21153,"LONGWOOD PHARMACY","993 PROSPECT AVE",40.8239247,-73.8998774,"BRONX"
"3466",21208,"M AND V PHARMACY INC","1663 BOSTON RD",40.8361729,-73.8898009,"BRONX"
"3468",10631,"BARRETTO PHARMACY INC","914 SOUTHERN BLVD",40.8196788,-73.8925679,"BRONX"
"3469",20854,"RITECARE PHARMACY","898 E 163RD ST",40.8210376,-73.8989783,"BRONX"
"3470",20789,"POINT PHARMACY LLC","900 HUNTS POINT AVE",40.819414,-73.8896676,"BRONX"
"3471",10962,"BOCA PHARMACY","872 HUNTS POINT AVE",40.8188517,-73.8892954,"BRONX"
"3472",20965,"LEROY PHARMACY","1528 WESTCHESTER AVE",40.8285937,-73.8787465,"BRONX"
"3476",21119,"EAST 174 ST PHARMACY","932 EAST 174ST",40.841618,-73.8801301,"BRONX"
"3477",20706,"EAST TREMONT PHARMACY INC","2026 BOSTON RD",40.8411241,-73.8791895,"BRONX"
"3478",10669,"FIRST AID PHARMACY","921 EAST TREMONT AVE",40.8418363,-73.8838373,"BRONX"
"3479",11011,"LEROYS PHARMACY","901 E TREMONT AVE",40.842426,-73.884338,"BRONX"
"3480",65595,"Farmacia Honeywell, Inc","882 E 180th St",40.844853,-73.882793,"Bronx"
"3483",72408,"Vsas Properties Llc","817 East 180th Street",40.8464808,-73.8851032,"Bronx"
"3486",11163,"ABC DRUGS INC","1564 EAST 174TH STREET",40.8339263,-73.8778783,"BRONX"
"3488",10219,"WORLD PHARMACY INC","1729 E 174TH STREET",40.8347293,-73.8704356,"BRONX"
"3489",20684,"VICTOR PHARMACY","662 MORRIS PARK AVE",40.84473,-73.8671729,"BRONX"
"3491",11232,"KOPALD PHARMACY","700 MORRIS PARK AVE",40.845014,-73.865822,"BRONX"
"3495",11204,"SAS PHARMACY INC","1481 LELAND AVE",40.8375664,-73.8645006,"BRONX"
"3496",10920,"PILGRIM PHARMACY INC","2941 WESTCHESTER AVE",40.8467982,-73.83265,"BRONX"
"3497",20870,"TOTAL CARE PHARMACY","1721 CROSBY AVE",40.845733,-73.831819,"BRONX"
"3498",69445,"Waters Place Pharmacy Llc","1200 Waters Pl",40.846362,-73.842909,"Bronx"
"3499",69451,"Hmb Pharmacy Management Llc","1515 Blondell Ave",40.8458068,-73.845313,"Bronx"
"3500",69442,"Blondell Rx Corp","1642 Eastchester Rd",40.8452714,-73.8451241,"Bronx"
"3501",10417,"FALAK PHARMACY","2730 E TREMONT AVE",40.8422587,-73.844742,"BRONX"
"3502",20685,"SIMELSON SQUARE PHARMACY","25 WESTCHESTER SQ",40.8409989,-73.843648,"BRONX"
"3503",72416,"Kingdom Rx Corp","3131 E Tremont Ave",40.8380895,-73.8349612,"Bronx"
"3504",69391,"Prime Psi Inc","2500 St Raymond Ave",40.8407367,-73.8480338,"Bronx"
"3505",11373,"J AND C PHARMACY","1027 A MORRIS PARK AVE",40.8486014,-73.8551824,"BRONX"
"3506",11438,"Z-STOP DRUGS","2315-17 WESTCHESTER AVE",40.8360145,-73.8476473,"BRONX"
"3507",20692,"PARKCHESTER PHARMACY","1663 METROPOLITAN AVE",40.8405985,-73.8550531,"BRONX"
"3508",69751,"Rj Pharmacy Inc","2111 Williamsbridge Rd",40.8556389,-73.85587,"Bronx"
"3509",72540,"Castle Topp Pharmacy Corp","1370a Castle Ave.",40.8354315,-73.8518321,"Bronx"
"3510",10113,"PELHAM PARKWAY PHARMACY","2133 WILLIAMSBRIDGE RD",40.856128,-73.856111,"BRONX"
"3511",21132,"PARKARE PHARMACY, INC.","2158 STARLING AVE",40.836002,-73.853472,"BRONX"
"3512",11006,"FANCY PHARMACY INC","2158 STARLING AVENUE",40.836002,-73.853472,"BRONX"
"3513",10235,"WEST CASTLE PHARMACY","2197 WESTCHESTER AVE",40.834219,-73.8517458,"BRONX"
"3514",10143,"MASON RX INC","1255 CASTLE HILL AVE",40.833092,-73.85163,"BRONX"
"3515",10901,"PARKCHESTER FAMILY PHRM AND SURG INC","1445 UNIONPORT RD",40.83524,-73.855613,"BRONX"
"3516",10135,"OVAL DRUG","1500 METROPOLITAN AVE",40.839058,-73.8589339,"BRONX"
"3517",10097,"LEROY PHARMACY","1448 METROPOLITAN AVE",40.837419,-73.859546,"NEW YORK"
"3523",10863,"DRUG MART CORP","1959 WESTCHESTER AVE",40.8336929,-73.85893,"BRONX"
"3527",11164,"CIRCLE PHARMACY CORP.","116 HUGH J GRANT CIR",40.8324,-73.860458,"BRONX"
"3530",21194,"WHITE PLAINS ROAD PHCY INC","1211 WHITE PLAINS RD",40.8308829,-73.8618141,"BRONX"
"3531",10994,"SIMELSON PHARMACY","765 767 MORRIS PARK AVE",40.845896,-73.863695,"BRONX"
"3536",10686,"KINGSBRIDGE PHARMACY","200C W 231ST ST",40.8789132,-73.9047918,"BRONX"
"3537",20896,"UNITED PHARMACY LLC","5539 BROADWAY",40.8780911,-73.9053639,"BRONX"
"3538",72412,"R & G Pharmacy Inc","5625 Broadway",40.8798275,-73.9042616,"Bronx"
"3540",20753,"REGAL PHARMACY CORP","558 W 235TH ST",40.8856389,-73.9099505,"BRONX"
"3541",11219,"DJ DRUGS","3741 5 RIVERDALE AVE",40.887636,-73.907821,"BRONX"
"3542",11194,"DESAI PHARMACY INC","228 W 238TH ST",40.8848326,-73.8997609,"BRONX"
"3543",69248,"Sedgwick Pharmacy Inc","3887 Sedgwick Ave",40.8829347,-73.8935032,"Bronx"
"3544",10588,"REAL PHARMACY","113 W KINGSBRIDGE RD",40.868533,-73.9018415,"BRONX"
"3546",69261,"61 W Kingsbridge Peoples Drug Inc","61 W Kingsbridge Rd",40.8681777,-73.9000828,"Bronx"
"3547",69323,"Wk Nursing Home","2545 Univeristy Ave",40.8668679,-73.902616,"Bronx"
"3551",21133,"UNIVERSITY AVENUE PHARMACY","103 W 188TH ST",40.8643945,-73.9038836,"BRONX"
"3552",72469,"Divino Pharmacy Corp","30 E. Kingsbridge Rd.",40.8670264,-73.8965927,"Bronx"
"3556",72556,"Co-Op City Pharmacy Inc","167 Einstein Loop",40.8653566,-73.8226518,"Bronx"
"3557",10353,"CITY ISLAND PHARMACY INC","290 CITY ISLAND AVE",40.846907,-73.786072,"BRONX"
"3558",10336,"LITTLE GELT PHARMACY","111 DREISER LOOP",40.8782135,-73.8281283,"BRONX"
"3561",69386,"Stonebridge Pharmacy Inc","661 Hillside Rd",40.895042,-73.817991,"Pelham Manor"
"3562",20662,"TOP VALUE PHARMACY","3811 DYRE AVE",40.888249,-73.831689,"BRONX"
"3563",10264,"ADEE PHARMACY","1427 E GUN HILL RD",40.8696399,-73.844065,"BRONX"
"3564",10241,"SCHEER DRUG INC","1343 E GUNHILL RD",40.870953,-73.846569,"BRONX"
"3567",21162,"SUPER VALUE PHARMACY","3457 BOSTON RD",40.876433,-73.8482691,"BRONX"
"3568",10327,"THROGGS NECK PHARMACY","3569 E TREMONT AVE",40.8297196,-73.825294,"BRONX"
"3571",10442,"SECURITY DRUGS","3419 BOSTON RD",40.8758649,-73.8499407,"BRONX"
"3574",11081,"EZ PHARMACY","37-16 3RD AVE",40.8224101,-73.807452,"BRONX"
"3575",69492,"Willen Pharmacy Inc","3800 E. Tremont Ave.",40.8251115,-73.8207969,"Bronx"
"3578",69482,"Throgs Neck Phcy Inc","4105-07 E Tremont Ave",40.8189596,-73.8168516,"Bronx"
"3581",20690,"CASTLE HILL COMMUNITY PHCY","706 CASTLE HILL AVE",40.8214039,-73.8485613,"BRONX"
"3596",11353,"LACONIA PHARMACY","3977 LACONIA AVE",40.8844754,-73.8491467,"BRONX"
"3597",10169,"TWIN PHARMACY","4050 WHITE PLAINS RD",40.890021,-73.858883,"BRONX"
"3598",72396,"Bronxwood Pharmacy Llc","3807 Bronxwood Ave",40.8819613,-73.8569467,"Bronx"
"3599",72507,"Ea Healthcare Inc","3958 White Plains Rd",40.8873538,-73.8604859,"Bronx"
"3600",10839,"SARA PHARMACY","652 E 233 ST",40.8938314,-73.8589515,"BRONX"
"3601",21175,"B S F PRESCRIPTION PHCY INC","655 E 233RD ST",40.894198,-73.858935,"BRONX"
"3605",21172,"CITY LINE PHARMACY","4704 WHITE PLAINS RD",40.903645,-73.8497639,"BRONX"
"3606",20590,"THE CHARLES PHARMACY AND SURGICAL","4257 KATONAB AVE",40.8971204,-73.8671304,"BRONX"
"3607",72375,"Aaa Pharmacy Inc","3513 White Plains Rd",40.8777034,-73.8660712,"Bronx"
"3608",10374,"EMERALD PHARMACY","4295 KATONAH AVE",40.8985249,-73.8673909,"BRONX"
"3612",21222,"MERK CHEMISTS","973 MCLEAN AVE",40.902811,-73.865618,"YONKERS"
"3613",10102,"OVAL PHARMACY","255 E GUNHILL RD",40.879854,-73.8759141,"BRONX"
"3615",11307,"NEIGHBORHOOD PHARMACY INC","233 E GUNHILL RD",40.8802169,-73.8766819,"BRONX"
"3616",11105,"EVE VII PHARMACY, INC.","3050 WHITE PLAINS ROAD",40.8703451,-73.8672231,"BRONX"
"3617",72413,"Norwood Pharmacy Llc","358 East 204th Street",40.8718613,-73.8776841,"Bronx"
"3618",11361,"LEROY PHARMACY","314 E 204TH ST",40.872534,-73.878517,"BRONX"
"3620",21218,"LESELL PHARMACY","3161 BAINBRIDGE AVE",40.875113,-73.879777,"BRONX"
"3621",11309,"SIRISHA PHARMACY","2722 WHITE PLAINS RD",40.8660115,-73.867324,"BRONX"
"3622",21207,"ALLERTON PARK PHARMACY INC","645 ALLERTON AVE",40.8654068,-73.8691999,"BRONX"
"3623",11097,"AMBAR PHARMACY","667 ALLERTON AVE",40.8654198,-73.868629,"BRONX"
"3624",10142,"727 ALLERTON DRUG CORP","727 ALLERTON AVE",40.865687,-73.866133,"BRONX"
"3626",20594,"DREZENS PHARMACY INC","774 ALLERTON AVE",40.865472,-73.8644242,"BRONX"
"3628",69407,"Family Drug Store Corp","2550 F Boston Rd",40.8642614,-73.863942,"Bronx"
"3629",10659,"LEROY PHARMACY III LLC","159 E GUNHILL RD",40.881068,-73.8784468,"BRONX"
"3630",21265,"BINGGREY DRUGS INC","3046 VALENTINE AVE",40.8739155,-73.884906,"BRONX"
"3632",11149,"GUNHILL PHARMACY","83 E GUNHILL RD",40.8817378,-73.8796545,"BRONX"
"3633",72590,"Ardent Pharmacy Inc","987-989 Allerton Ave",40.8654885,-73.858898,"Bronx"
"3634",11333,"FARMACIA CENTRAL","55A E GUN HILL RD",40.8820982,-73.8802398,"BRONX"
"3635",10108,"FRIENDLY PHARMACY","3137 GRAND CONCOURSE",40.8748714,-73.8866804,"BRONX"
"3647",11034,"FORDHAM ROAD PHARMACY","2 E FORDHAM ROAD",40.8627321,-73.9010949,"BRONX"
"3650",11282,"K AND G PHARMACY","2434 JEROME AVE",40.862414,-73.9013482,"BRONX"
"3661",10197,"LISCIO PHARMACY INC","2498 WILLIAMSBRIDGE RD",40.8627091,-73.8577904,"BRONX"
"3675",20691,"BIOSCRIP PHARMACY","2226 WHITE PLAINS RD",40.8581492,-73.8675515,"BRONX"
"3682",21167,"MCLEAN PHARMACY","642 MCLEAN AVE B",40.909432,-73.878906,"YONKERS"
"3684",11359,"LEMAC PHARMACY","623 MCLEAN AVE",40.9094154,-73.8797008,"YONKERS"
"3686",11444,"BIG APPLE PHARMACY INC","27 EAST GUNHILL RD",40.8823356,-73.8806314,"BRONX"
"3694",10663,"DRUG RITE PHARMACY","3432 JEROME AVE",40.8812095,-73.8828224,"BRONX"
"3696",21273,"RIVERDALE PHARMACY","5669 RIVERDALE AVE",40.9063664,-73.9042566,"BRONX"
"3697",10194,"HUDSON PARKWAY PHARMACY","5700 MOSHOLU AVE",40.905303,-73.9004269,"BRONX"
"3701",20693,"NEW YORK SURGICAL SUPPLY INC","6114 RIVERDALE AVE",40.9105,-73.902682,"BRONX"
"3706",21315,"GRACE PHARMACY LTD","491 S BROADWAY",40.9162653,-73.8968952,"YONKERS"
"3708",10796,"JANIS PHARMACY INC","455 S BROADWAY",40.917766,-73.89666,"YONKERS"
"3709",21216,"BABA PHARMACY","438 S BROADWAY",40.9184386,-73.8964872,"YONKERS"
"3712",10701,"JEROME PHARMACY","3399 JEROME AVE",40.87907,-73.8854256,"BRONX"
"3716",11039,"PHARMACY PLUS SURGICAL SUPPLIES INC","1770 D WESTCHESTER AVE",40.831196,-73.867569,"BRONX"
"3717",10160,"WESTCHESTER PHARMACY","1780 WESTCHESTER AVE",40.831409,-73.867065,"BRONX"
"3718",21271,"BRONXDALE PHARMACY INC","1706 WATSON AVE",40.827076,-73.8707404,"BRONX"
"3721",20763,"RITE-WAY PHARMACY LLC","1603 WESTCHESTER AVE",40.829573,-73.875275,"BRONX"
"3723",11262,"MANOR PHARMACY","1577 A WESTCHESTER AVE",40.829157,-73.876802,"BRONX"
"3724",10537,"MAXEMMA PHARMACY","1570 WESTCHESTER AVE",40.8289145,-73.8768717,"BRONX"
"3725",21199,"SOUNDVIEW DRUGS INC","1550 WESTCHESTER AVE",40.8287385,-73.8776808,"BRONX"
"3726",72484,"Drugdex Pharmacy Inc","1632 Bruckner Blvd",40.8239087,-73.8742022,"Bronx"
"3731",11028,"RITE CARE PHARMACY","805 D SOUNDVIEW AVE",40.821501,-73.866573,"BRONX"
"3732",10662,"SOUNDVIEW PHARMACY","1903 STORY AVE",40.824334,-73.859585,"BRONX"
"3736",10310,"DE FRANCO PHARMACY","1790 RANDALL AVE",40.816811,-73.863136,"BRONX"
"3737",21248,"RAHIMU PHARMACY","607 SOUNDVIEW AVE",40.8174629,-73.862356,"BRONX"
"3738",11445,"MAHESH DRUGS","731 WHITE PLAINS RD",40.8205375,-73.8579449,"NEW YORK"
"3757",10793,"B AND P PHARMACY INC","811 SOUTHERN BLVD",40.8167697,-73.8957508,"BRONX"
"3796",20857,"LYDIG AVENUE PHARMACY CORP","742 LYDIG AVE",40.854448,-73.8659031,"BRONX"
"3799",21237,"CHARMAR PHARMACY","781 LYDIG AVE A",40.8544529,-73.8645602,"BRONX"
"3801",10223,"ZIVE PHARMACY INC","811 LYDIG AVE",40.8544328,-73.8634653,"BRONX"
"3816",10213,"YORKTOWN REXALL DRUGS","1905 COMMERCE ST",41.27394,-73.780599,"YORKTOWN HGTS"
"3817",10431,"JEFFERSON VALLEY PHARMACY","3663 HILL BLVD",41.3317057,-73.8019931,"JEFFERSON VALLEY"
"3818",20906,"TOTAL CARE PHARMACY JV INC","3659 LEE RD",41.3325628,-73.8097151,"JEFFERSON VALLEY"
"3819",21145,"LAKE MAHOPAC PHARMACY & SURGICAL","559 ROUTE 6",41.3510048,-73.7511936,"MAHOPAC"
"3820",11185,"SOMERS PHARMACY","336 RT 202 BAILEY COURT",41.3278772,-73.6948234,"SOMERS"
"3821",10542,"WEINSTEIN PHARMACY CORP","101 KATONAH AVE",41.258298,-73.684358,"KATONAH"
"3822",21174,"KATONAH PHARMACY","294 KATONAH AVE",41.255043,-73.683348,"KATONAH"
"3823",10625,"PUTNAM VALLEY PHARMACY INC","11 PEEKSKILL HOLLOW RD",41.33378,-73.8727944,"PUTNAM VALLEY"
"3824",20677,"NORTHERN WESTCHESTER RX CNTR","19 E MAIN ST",41.2073402,-73.7266752,"MT KISCO"
"3825",11208,"ROBERT JACOBSON SURGICAL PHARMACY","359 E MAIN ST",41.1961272,-73.7246622,"MOUNT KISCO"
"3826",10094,"DRUG MART OF MILLWOOD","230 SAW MILL RIVER RD",41.187699,-73.804036,"MILLWOOD"
"3827",10986,"JNR PHARMACY","667 STONELEIGH AVE",41.3823227,-73.6652251,"CARMEL"
"3828",21142,"EVERGREEN PHARMACY GROUP, INC.","1037 MAIN ST",41.2918045,-73.9192455,"PEEKSKILL"
"3829",11234,"BAXTERS PHARMACY","950 MAIN ST",41.291817,-73.920851,"PEEKSKILL"
"3830",21070,"CROSS RIVER PHARMACY","20 N SALEM RD",41.2712171,-73.6067153,"CROSS RIVER"
"3831",21323,"DE CHRISTOPHERS PHARMACY INC","745 SOUTH ST",41.2892526,-73.9230139,"PEEKSKILL"
"3832",10439,"TRUE CARE PHARMACY","995 ROUTE 22",41.372777,-73.636835,"BREWSTER"
"3833",20942,"VALUE VILLAGE INC","1620 ROUTE 22",41.372777,-73.636835,"BREWSTER"
"3834",10206,"ROBBINS PHARMACY","128 GRAND ST",41.208956,-73.883854,"CROTON ON HUDSON"
"3835",10924,"BEDFORD PHARMACY","424 OLD POST RD",41.1962649,-73.6542304,"BEDFORD"
"3836",20851,"LIGGETT REXALL PHARMACY","708 SAW MILL RIVER RD",41.0126694,-73.8468931,"ARDSLEY"
"3837",20587,"DOBBS FERRY PHARMACY","18 CEDAR ST",41.0152445,-73.8709829,"DOBBS FERRY"
"3838",10432,"CARYS PHARMACY","105 MAIN ST",41.0149738,-73.8751743,"DOBBS FERRY"
"3839",20675,"HARTSDALE PHARMACY INC","211 E HARTSDALE AVE",41.0122933,-73.7960827,"HARTSDALE"
"3840",10208,"SCARSDALE-SPENCER PHARMACY","23 SPENCER PL",40.9897742,-73.8071479,"SCARSDALE"
"3841",11326,"GREENLEAF PHARMACY RX CORP","544 WARBURTON AVE",40.9946374,-73.882366,"HASTINGS ON HUDSON"
"3842",21077,"BIOMED PHARMACEUTICALS INC","33 WEST MAIN ST",41.0560967,-73.8223532,"ELMSFORD"
"3843",11379,"WILMONT PHARMACY","824 POST RD",40.976092,-73.802335,"SCARSDALE"
"3844",20728,"VALUABLE DRUGS","377 TARRYTOWN RD",41.0634118,-73.8438996,"WHITE PLAINS"
"3845",10203,"MEDICAL CENTER PHARMACY","170 MAPLE AVE",41.025149,-73.7694719,"WHITE PLAINS"
"3846",10736,"HOSPITAL ROAD PHARMACY","44 EAST POST ROAD",41.0265933,-73.7693507,"WHITE PLAINS"
"3847",69430,"Namdor Inc","1100 Wilmot Rd",40.9834027,-73.7782346,"Scarsdale"
"3848",69393,"Prime Care Phcy Services","5 Odell Plaza",40.9702264,-73.8842512,"Yonkers"
"3849",10996,"HEALTH RX INC","984 NORTH BROADWAY",40.9696985,-73.884481,"YONKERS"
"3850",10812,"YONKERS PHARMACY","944 N BROADWAY",40.9691731,-73.884647,"YONKERS"
"3851",10230,"CENTURY DRUGS AND SURGICAL","6 FISHER AVE",40.9586476,-73.8206877,"TUCKAHOE"
"3852",10991,"CASTLE HILL DRUGS INC","674 CASTLE HILLS AVE",40.958059,-73.824068,"BRONX"
"3853",10653,"STRATTON PHARMACY","1467 WEAVER ST",40.9794696,-73.7760119,"SCARSDALE"
"3854",10260,"WHITE PLAINS PHARMACY","276 MAIN ST",41.0332052,-73.7649661,"WHITE PLAINS"
"3855",10216,"GRASSY SPRAIN PHARMACY INC","640 TUCKAHOE RD",40.9535919,-73.8440285,"YONKERS"
"3862",69298,"Mps Rx Tri-State Llc","22 Paris Ave",41.0038709,-73.9388029,"Rockleigh"
"3863",10874,"TARRYTOWN PHARMACY","59 N BROADWAY",41.0794617,-73.8577362,"TARRYTOWN"
"3864",20616,"TAPPAN PHARMACY","25 OLD TAPPAN RD",41.0221721,-73.9480998,"TAPPAN"
"3868",20840,"SLEEPY HOLLOW PHARMACY","95 BEEKMAN AVE",41.084986,-73.862774,"SLEEPY HOLLOW"
"3871",10797,"ROBBINS PHARMACY INC","770 PALISADE AVE",40.959777,-73.885274,"YONKERS"
"3872",10683,"KOBLINS PHARMACY INC","96 MAIN ST",41.091434,-73.9192039,"NYACK"
"3873",21054,"MCMANUS PHARMACY","114 MAIN ST",41.091499,-73.919976,"NYACK"
"3874",69085,"Best Healthcare Services Inc","830 Broadway",41.00009,-73.966396,"Norwood"
"3876",10096,"TOWN CENTER PHARMACY","575 MAIN STREET",41.1386636,-73.7093474,"ARMONK"
"3877",10236,"HEALTHY CHOICE APOTHECARY","6 S GREELEY AVE",41.1591284,-73.7725753,"CHAPPAQUA"
"3878",2734,"NORTH STREET PHARMACY","1043 NORTH STREET",41.1409586,-73.639496,"GREENWICH"
"3880",20676,"PLEASANTVILLE PHARMACY","62 WHEELER AVE",41.134132,-73.79185,"PLEASANTVILLE"
"3883",72454,"Mirra Rx Inc","14 Madison Ave",41.0743839,-73.7729594,"Valhalla"
"3884",10610,"BRADHURST PHARMACY INC","95 GRASSLANDS RD CEDARWOOD HALLQ",41.0748188,-73.7751326,"VALHALLA"
"3886",21097,"THE ATRIUM PHARMACY","19 BRADHURST AVE",41.087635,-73.801107,"HAWTHORNE"
"3887",21090,"VALUE DRUGS","89 NORTH STATE ROAD",41.151855,-73.829092,"BRIARCLIFF MANOR"
"3888",10553,"BROADWAY PHARMACY","811 N BROADWAY",41.0596972,-73.7659828,"WHITE PLAINS"
"3889",10302,"PRESCRIPTION PLUS CORP","1864 PLEASANTVILLE RD",41.1639349,-73.8458331,"BRIARCLIFF MANOR"
"3890",2765,"FINCH PHARMACY INC","3 RIVERSVILLE RD",41.0416874,-73.6633475,"GREENWICH"
"3891",10265,"PRESCRIPTION CENTER OF OSSINING","162 CROTON AVE",41.166614,-73.849838,"OSSINING"
"3893",11154,"HEALTHSMART PHARMACY","203 MAIN ST",41.1620388,-73.8615971,"OSSINING"
"3894",10843,"HUDSON PHARMACY","40 SPRING ST",41.1605723,-73.8636378,"OSSINING"
