"","zip","name","addr","lat","lng","city"
"4173","10302","PRESCRIPTION PLUS CORP","1864 PLEASANTVILLE RD","41.1639349","-73.8458331","BRIARCLIFF MANOR"
"4174","10394","TRUCARE PHARMACY","358 ROUTE 202","41.1870080","-74.0353920","POMONA"
"4175","10094","DRUG MART OF MILLWOOD","230 SAW MILL RIVER RD","41.1876990","-73.8040360","MILLWOOD"
"4176","20587","DOBBS FERRY PHARMACY","18 CEDAR ST","41.0152445","-73.8709829","DOBBS FERRY"
"4177","10432","CARYS PHARMACY","105 MAIN ST","41.0149738","-73.8751743","DOBBS FERRY"
"4178","11326","GREENLEAF PHARMACY RX CORP","544 WARBURTON AVE","40.9946374","-73.8823660","HASTINGS ON HUDSON"
"4179","20851","LIGGETT REXALL PHARMACY","708 SAW MILL RIVER RD","41.0126694","-73.8468931","ARDSLEY"
"4180","69393","Prime Care Phcy Services","5 Odell Plaza","40.9702264","-73.8842512","Yonkers"
"4181","10996","HEALTH RX INC","984 NORTH BROADWAY","40.9696985","-73.8844810","YONKERS"
"4182","10812","YONKERS PHARMACY","944 N BROADWAY","40.9691731","-73.8846470","YONKERS"
"4183","69298","Mps Rx Tri-State Llc","22 Paris Ave","41.0038709","-73.9388029","Rockleigh"
"4184","10797","ROBBINS PHARMACY INC","770 PALISADE AVE","40.9597770","-73.8852740","YONKERS"
"4185","10208","SCARSDALE-SPENCER PHARMACY","23 SPENCER PL","40.9897742","-73.8071479","SCARSDALE"
"4186","20675","HARTSDALE PHARMACY INC","211 E HARTSDALE AVE","41.0122933","-73.7960827","HARTSDALE"
"4187","20728","VALUABLE DRUGS","377 TARRYTOWN RD","41.0634118","-73.8438996","WHITE PLAINS"
"4188","21077","BIOMED PHARMACEUTICALS INC","33 WEST MAIN ST","41.0560967","-73.8223532","ELMSFORD"
"4189","20616","TAPPAN PHARMACY","25 OLD TAPPAN RD","41.0221721","-73.9480998","TAPPAN"
"4190","11246","VALUE PLUS PHARMACY INC","485 TUCKAHOE RD","40.9527223","-73.8508956","YONKERS"
"4191","10216","GRASSY SPRAIN PHARMACY INC","640 TUCKAHOE RD","40.9535919","-73.8440285","YONKERS"
"4192","11001","GRASSY SPRAIN LONGTERM CARE","1567 CENTRAL PARK AVENUE","40.9528490","-73.8443620","YONKERS"
"4193","11379","WILMONT PHARMACY","824 POST RD","40.9760920","-73.8023350","SCARSDALE"
"4194","10991","CASTLE HILL DRUGS INC","674 CASTLE HILLS AVE","40.9580590","-73.8240680","BRONX"
"4195","10230","CENTURY DRUGS AND SURGICAL","6 FISHER AVE","40.9586476","-73.8206877","TUCKAHOE"
"4196","21077","BIOMED PHARMACEUTICALS INC","33 WEST MAIN ST","41.0560967","-73.8223532","ELMSFORD"
"4197","20728","VALUABLE DRUGS","377 TARRYTOWN RD","41.0634118","-73.8438996","WHITE PLAINS"
"4198","21097","THE ATRIUM PHARMACY","19 BRADHURST AVE","41.0876350","-73.8011070","HAWTHORNE"
"4199","10874","TARRYTOWN PHARMACY","59 N BROADWAY","41.0794617","-73.8577362","TARRYTOWN"
"4200","20840","SLEEPY HOLLOW PHARMACY","95 BEEKMAN AVE","41.0849860","-73.8627740","SLEEPY HOLLOW"
"4201","10610","BRADHURST PHARMACY INC","95 GRASSLANDS RD CEDARWOOD HALLQ","41.0748188","-73.7751326","VALHALLA"
"4202","72454","Mirra Rx Inc","14 Madison Ave","41.0743839","-73.7729594","Valhalla"
"4203","10553","BROADWAY PHARMACY","811 N BROADWAY","41.0596972","-73.7659828","WHITE PLAINS"
"4204","10884","PHELPS COMMUNITY PHARMACY","777 N BROADWAY","41.1085820","-73.8616370","SLEEPY HOLLOW"
"4205","10260","WHITE PLAINS PHARMACY","276 MAIN ST","41.0332052","-73.7649661","WHITE PLAINS"
"4206","10736","HOSPITAL ROAD PHARMACY","44 EAST POST ROAD","41.0265933","-73.7693507","WHITE PLAINS"
"4207","20851","LIGGETT REXALL PHARMACY","708 SAW MILL RIVER RD","41.0126694","-73.8468931","ARDSLEY"
"4208","10203","MEDICAL CENTER PHARMACY","170 MAPLE AVE","41.0251490","-73.7694719","WHITE PLAINS"
"4209","20675","HARTSDALE PHARMACY INC","211 E HARTSDALE AVE","41.0122933","-73.7960827","HARTSDALE"
"4210","20676","PLEASANTVILLE PHARMACY","62 WHEELER AVE","41.1341320","-73.7918500","PLEASANTVILLE"
"4211","20587","DOBBS FERRY PHARMACY","18 CEDAR ST","41.0152445","-73.8709829","DOBBS FERRY"
"4212","10432","CARYS PHARMACY","105 MAIN ST","41.0149738","-73.8751743","DOBBS FERRY"
"4213","10217","SAXON CHEMISTS","460 MAMARONECK AVE","41.0225396","-73.7594199","WHITE PLAINS"
"4214","10683","KOBLINS PHARMACY INC","96 MAIN ST","41.0914340","-73.9192039","NYACK"
"4215","21054","MCMANUS PHARMACY","114 MAIN ST","41.0914990","-73.9199760","NYACK"
"4216","10625","PUTNAM VALLEY PHARMACY INC","11 PEEKSKILL HOLLOW RD","41.3337800","-73.8727944","PUTNAM VALLEY"
"4217","11234","BAXTERS PHARMACY","950 MAIN ST","41.2918170","-73.9208510","PEEKSKILL"
"4218","21142","EVERGREEN PHARMACY GROUP, INC.","1037 MAIN ST","41.2918045","-73.9192455","PEEKSKILL"
"4219","21323","DE CHRISTOPHERS PHARMACY INC","745 SOUTH ST","41.2892526","-73.9230139","PEEKSKILL"
"4220","20906","TOTAL CARE PHARMACY JV INC","3659 LEE RD","41.3325628","-73.8097151","JEFFERSON VALLEY"
"4221","11045","BUCHANAN PHARMACY","12 WELCHER AVE","41.2706667","-73.9336310","PEEKSKILL"
"4222","10431","JEFFERSON VALLEY PHARMACY","3663 HILL BLVD","41.3317057","-73.8019931","JEFFERSON VALLEY"
"4223","11367","HAZARDS PHARMACY","290 MAIN ST","41.4354076","-74.0338632","CORNWALL"
"4224","69327","Life Science Pharmacy Inc","144 Route 17m","41.3076175","-74.0652616","Hamman"
"4225","11260","MEDICINE CHEST PHARMACY","408 BLOOMING GROVE TPKE","41.4647620","-74.0358030","NEW WINDSOR"
"4226","21145","LAKE MAHOPAC PHARMACY & SURGICAL","559 ROUTE 6","41.3510048","-73.7511936","MAHOPAC"
"4227","69374","New Windsor Pharmacy Corp","215 Quassaick Ave","41.475417","-74.022843","New Windsor"
"4228","10213","YORKTOWN REXALL DRUGS","1905 COMMERCE ST","41.2739400","-73.7805990","YORKTOWN HGTS"
"4229","10288","VOGEL PHARMACY","234 MAIN ST","41.5068940","-73.9726330","BEACON"
"4230","11272","STONY POINT PHARMACY","69 S LIBERTY DR","41.2235410","-73.9848610","STONY POINT"
"4231","72554","Harinam Rx Inc","313 S William St Ste 3","41.4965339","-74.022702","Newburgh"
"4232","11024","ACE DRUGS","192 BROADWAY","41.5006280","-74.0158809","NEWBURGH"
"4233","69254","Weskor Pharmacy Inc","147 Lake St Ste 101","41.495336","-74.0292939","Newburgh"
"4234","10643","CENTRAL VALLEY PHARMACY","228 ROUTE 32","41.3288390","-74.1210950","CENTRAL VALLEY"
"4235","10871","NEWBURGH PHARMACY INC","600 BROADWAY","41.5017169","-74.0351397","NEWBURGH"
"4236","11185","SOMERS PHARMACY","336 RT 202 BAILEY COURT","41.3278772","-73.6948234","SOMERS"
"4237","10542","WEINSTEIN PHARMACY CORP","101 KATONAH AVE","41.2582980","-73.6843580","KATONAH"
"4238","21174","KATONAH PHARMACY","294 KATONAH AVE","41.2550430","-73.6833480","KATONAH"
"4239","21070","CROSS RIVER PHARMACY","20 N SALEM RD","41.2712171","-73.6067153","CROSS RIVER"
"4240","10439","TRUE CARE PHARMACY","995 ROUTE 22","41.3727770","-73.6368350","BREWSTER"
"4241","20942","VALUE VILLAGE INC","1620 ROUTE 22","41.3727770","-73.6368350","BREWSTER"
"4242","21145","LAKE MAHOPAC PHARMACY & SURGICAL","559 ROUTE 6","41.3510048","-73.7511936","MAHOPAC"
"4243","10213","YORKTOWN REXALL DRUGS","1905 COMMERCE ST","41.2739400","-73.7805990","YORKTOWN HGTS"
"4244","10986","JNR PHARMACY","667 STONELEIGH AVE","41.3823227","-73.6652251","CARMEL"
"4245","20677","NORTHERN WESTCHESTER RX CNTR","19 E MAIN ST","41.2073402","-73.7266752","MT KISCO"
"4246","10924","BEDFORD PHARMACY","424 OLD POST RD","41.1962649","-73.6542304","BEDFORD"
"4247","10431","JEFFERSON VALLEY PHARMACY","3663 HILL BLVD","41.3317057","-73.8019931","JEFFERSON VALLEY"
"4248","11208","ROBERT JACOBSON SURGICAL PHARMACY","359 E MAIN ST","41.1961272","-73.7246622","MOUNT KISCO"
"4249","10304","JNR PHARMACY CORP","2505 CARMEL AVE STE 110-111","41.3989073","-73.6233298","BREWSTER"
"4250","20906","TOTAL CARE PHARMACY JV INC","3659 LEE RD","41.3325628","-73.8097151","JEFFERSON VALLEY"
"4251","11354","COMMUNITY PHARMACY","100 INDEPENDENT WAY","41.4164621","-73.6294217","BREWSTER"
"4252","18703","BISSELL PHARMACY","23 GOVERNOR ST","41.2806653","-73.4963917","RIDGEFIELD"
"4253","10524","PAUL'S PHARMACY","222 OAKRIDGE COMMON","41.2128506","-73.5221753","SOUTH SALEM"
"4254","10094","DRUG MART OF MILLWOOD","230 SAW MILL RIVER RD","41.1876990","-73.8040360","MILLWOOD"
"4255","10175","JNR PHARMACY","511 ROUTE 52","41.4481990","-73.6728410","CARMEL"
"4256","10431","JEFFERSON VALLEY PHARMACY","3663 HILL BLVD","41.3317057","-73.8019931","JEFFERSON VALLEY"
"4257","21145","LAKE MAHOPAC PHARMACY & SURGICAL","559 ROUTE 6","41.3510048","-73.7511936","MAHOPAC"
"4258","20906","TOTAL CARE PHARMACY JV INC","3659 LEE RD","41.3325628","-73.8097151","JEFFERSON VALLEY"
"4259","10213","YORKTOWN REXALL DRUGS","1905 COMMERCE ST","41.2739400","-73.7805990","YORKTOWN HGTS"
"4260","11185","SOMERS PHARMACY","336 RT 202 BAILEY COURT","41.3278772","-73.6948234","SOMERS"
"4261","10625","PUTNAM VALLEY PHARMACY INC","11 PEEKSKILL HOLLOW RD","41.3337800","-73.8727944","PUTNAM VALLEY"
"4262","10542","WEINSTEIN PHARMACY CORP","101 KATONAH AVE","41.2582980","-73.6843580","KATONAH"
"4263","21174","KATONAH PHARMACY","294 KATONAH AVE","41.2550430","-73.6833480","KATONAH"
"4264","10986","JNR PHARMACY","667 STONELEIGH AVE","41.3823227","-73.6652251","CARMEL"
"4265","20942","VALUE VILLAGE INC","1620 ROUTE 22","41.3727770","-73.6368350","BREWSTER"
"4266","10439","TRUE CARE PHARMACY","995 ROUTE 22","41.3727770","-73.6368350","BREWSTER"
"4267","20677","NORTHERN WESTCHESTER RX CNTR","19 E MAIN ST","41.2073402","-73.7266752","MT KISCO"
"4268","21142","EVERGREEN PHARMACY GROUP, INC.","1037 MAIN ST","41.2918045","-73.9192455","PEEKSKILL"
"4269","11234","BAXTERS PHARMACY","950 MAIN ST","41.2918170","-73.9208510","PEEKSKILL"
"4270","21323","DE CHRISTOPHERS PHARMACY INC","745 SOUTH ST","41.2892526","-73.9230139","PEEKSKILL"
"4271","11208","ROBERT JACOBSON SURGICAL PHARMACY","359 E MAIN ST","41.1961272","-73.7246622","MOUNT KISCO"
"4272","21070","CROSS RIVER PHARMACY","20 N SALEM RD","41.2712171","-73.6067153","CROSS RIVER"
"4273","10304","JNR PHARMACY CORP","2505 CARMEL AVE STE 110-111","41.3989073","-73.6233298","BREWSTER"
"4274","10094","DRUG MART OF MILLWOOD","230 SAW MILL RIVER RD","41.1876990","-73.8040360","MILLWOOD"
"4275","11045","BUCHANAN PHARMACY","12 WELCHER AVE","41.2706667","-73.9336310","PEEKSKILL"
"4276","11389","PHARMACY CENTER INC","341 HALSTEAD AVE","40.9692420","-73.7087690","HARRISON"
"4277","72450","St Josephs Hospital Yonkers","275 North St","40.987965","-73.709378","Harrison"
"4278","10930","RYE BEACH PHARMACY","1 THEALL RD","40.9738330","-73.6979050","RYE"
"4279","20994","ROCKWELL COMPOUNDING ASSOCIATES INC","350 THEODORE FREMD AVE","40.9769350","-73.6971200","RYE"
"4280","10507","TROTTAS WEST STREET PHARMACY INC","15 HALSTEAD AVE","40.9620840","-73.7227520","HARRISON"
"4281","20669","R AND R PHARMACY INC","323 MAMARONECK AVE","40.9730354","-73.7429996","MAMARONECK"
"4282","10786","ROSEDALE PHARMACY","1215 MAMARONECK AVE","40.9926950","-73.7457020","WHITE PLAINS"
"4283","10728","RYE BEACH PHARMACY","464 FOREST AVE","40.9661410","-73.6810800","RYE"
"4284","10854","FINCHS DRUGS","134 S RIDGE ST","41.0027828","-73.6812344","RYE BROOK"
"4285","69251","Srn Corp","845 Palmer Ave","40.9444851","-73.7452126","Mamaroneck"
"4286","10653","STRATTON PHARMACY","1467 WEAVER ST","40.9794696","-73.7760119","SCARSDALE"
"4287","69383","Burke Rehabilitation Ctr Phcy","785 Mamaroneck Ave","41.015592","-73.752208","White Plains"
"4288","10258","CAMMARATO'S ECONOMY PHARMACY","220 WESTCHESTER AVE","41.0024690","-73.6676530","PORT CHESTER"
"4289","69430","Namdor Inc","1100 Wilmot Rd","40.9834027","-73.7782346","Scarsdale"
"4290","2809","GREENVIEW PHARMACY LLC","13 NORTH WATER ST","41.0040840","-73.6570640","GREENWICH"
"4291","10217","SAXON CHEMISTS","460 MAMARONECK AVE","41.0225396","-73.7594199","WHITE PLAINS"
"4292","20877","BUCKS PHARMACY","108 CHATSWORTH AVE","40.9325844","-73.7581775","LARCHMONT"
"4293","10203","MEDICAL CENTER PHARMACY","170 MAPLE AVE","41.0251490","-73.7694719","WHITE PLAINS"
"4294","11055","LARCHMONT DRUGS INC","2127 PALMER AVE","40.9285141","-73.7643467","LARCHMONT"
"4295","10736","HOSPITAL ROAD PHARMACY","44 EAST POST ROAD","41.0265933","-73.7693507","WHITE PLAINS"
"4296","20675","HARTSDALE PHARMACY INC","211 E HARTSDALE AVE","41.0122933","-73.7960827","HARTSDALE"
"4297","20851","LIGGETT REXALL PHARMACY","708 SAW MILL RIVER RD","41.0126694","-73.8468931","ARDSLEY"
"4298","10208","SCARSDALE-SPENCER PHARMACY","23 SPENCER PL","40.9897742","-73.8071479","SCARSDALE"
"4299","10203","MEDICAL CENTER PHARMACY","170 MAPLE AVE","41.0251490","-73.7694719","WHITE PLAINS"
"4300","10736","HOSPITAL ROAD PHARMACY","44 EAST POST ROAD","41.0265933","-73.7693507","WHITE PLAINS"
"4301","21077","BIOMED PHARMACEUTICALS INC","33 WEST MAIN ST","41.0560967","-73.8223532","ELMSFORD"
"4302","10260","WHITE PLAINS PHARMACY","276 MAIN ST","41.0332052","-73.7649661","WHITE PLAINS"
"4303","10217","SAXON CHEMISTS","460 MAMARONECK AVE","41.0225396","-73.7594199","WHITE PLAINS"
"4304","20587","DOBBS FERRY PHARMACY","18 CEDAR ST","41.0152445","-73.8709829","DOBBS FERRY"
"4305","69383","Burke Rehabilitation Ctr Phcy","785 Mamaroneck Ave","41.015592","-73.752208","White Plains"
"4306","11379","WILMONT PHARMACY","824 POST RD","40.9760920","-73.8023350","SCARSDALE"
"4307","69430","Namdor Inc","1100 Wilmot Rd","40.9834027","-73.7782346","Scarsdale"
"4308","10432","CARYS PHARMACY","105 MAIN ST","41.0149738","-73.8751743","DOBBS FERRY"
"4309","20728","VALUABLE DRUGS","377 TARRYTOWN RD","41.0634118","-73.8438996","WHITE PLAINS"
"4310","10653","STRATTON PHARMACY","1467 WEAVER ST","40.9794696","-73.7760119","SCARSDALE"
"4311","10553","BROADWAY PHARMACY","811 N BROADWAY","41.0596972","-73.7659828","WHITE PLAINS"
"4312","10786","ROSEDALE PHARMACY","1215 MAMARONECK AVE","40.9926950","-73.7457020","WHITE PLAINS"
"4313","11326","GREENLEAF PHARMACY RX CORP","544 WARBURTON AVE","40.9946374","-73.8823660","HASTINGS ON HUDSON"
"4314","10610","BRADHURST PHARMACY INC","95 GRASSLANDS RD CEDARWOOD HALLQ","41.0748188","-73.7751326","VALHALLA"
"4315","72454","Mirra Rx Inc","14 Madison Ave","41.0743839","-73.7729594","Valhalla"
"4316","21097","THE ATRIUM PHARMACY","19 BRADHURST AVE","41.0876350","-73.8011070","HAWTHORNE"
"4317","10610","BRADHURST PHARMACY INC","95 GRASSLANDS RD CEDARWOOD HALLQ","41.0748188","-73.7751326","VALHALLA"
"4318","72454","Mirra Rx Inc","14 Madison Ave","41.0743839","-73.7729594","Valhalla"
"4319","20676","PLEASANTVILLE PHARMACY","62 WHEELER AVE","41.1341320","-73.7918500","PLEASANTVILLE"
"4320","21077","BIOMED PHARMACEUTICALS INC","33 WEST MAIN ST","41.0560967","-73.8223532","ELMSFORD"
"4321","10553","BROADWAY PHARMACY","811 N BROADWAY","41.0596972","-73.7659828","WHITE PLAINS"
"4322","10874","TARRYTOWN PHARMACY","59 N BROADWAY","41.0794617","-73.8577362","TARRYTOWN"
"4323","10884","PHELPS COMMUNITY PHARMACY","777 N BROADWAY","41.1085820","-73.8616370","SLEEPY HOLLOW"
"4324","20728","VALUABLE DRUGS","377 TARRYTOWN RD","41.0634118","-73.8438996","WHITE PLAINS"
"4325","20840","SLEEPY HOLLOW PHARMACY","95 BEEKMAN AVE","41.0849860","-73.8627740","SLEEPY HOLLOW"
"4326","21090","VALUE DRUGS","89 NORTH STATE ROAD","41.1518550","-73.8290920","BRIARCLIFF MANOR"
"4327","10236","HEALTHY CHOICE APOTHECARY","6 S GREELEY AVE","41.1591284","-73.7725753","CHAPPAQUA"
"4328","10260","WHITE PLAINS PHARMACY","276 MAIN ST","41.0332052","-73.7649661","WHITE PLAINS"
"4329","10302","PRESCRIPTION PLUS CORP","1864 PLEASANTVILLE RD","41.1639349","-73.8458331","BRIARCLIFF MANOR"
"4330","10736","HOSPITAL ROAD PHARMACY","44 EAST POST ROAD","41.0265933","-73.7693507","WHITE PLAINS"
"4331","10203","MEDICAL CENTER PHARMACY","170 MAPLE AVE","41.0251490","-73.7694719","WHITE PLAINS"
"4332","10265","PRESCRIPTION CENTER OF OSSINING","162 CROTON AVE","41.1666140","-73.8498380","OSSINING"
"4333","10843","HUDSON PHARMACY","40 SPRING ST","41.1605723","-73.8636378","OSSINING"
"4334","11154","HEALTHSMART PHARMACY","203 MAIN ST","41.1620388","-73.8615971","OSSINING"
"4335","10096","TOWN CENTER PHARMACY","575 MAIN STREET","41.1386636","-73.7093474","ARMONK"
"4336","20587","DOBBS FERRY PHARMACY","18 CEDAR ST","41.0152445","-73.8709829","DOBBS FERRY"
"4337","10432","CARYS PHARMACY","105 MAIN ST","41.0149738","-73.8751743","DOBBS FERRY"
"4338","20728","VALUABLE DRUGS","377 TARRYTOWN RD","41.0634118","-73.8438996","WHITE PLAINS"
"4339","20851","LIGGETT REXALL PHARMACY","708 SAW MILL RIVER RD","41.0126694","-73.8468931","ARDSLEY"
"4340","21077","BIOMED PHARMACEUTICALS INC","33 WEST MAIN ST","41.0560967","-73.8223532","ELMSFORD"
"4341","10874","TARRYTOWN PHARMACY","59 N BROADWAY","41.0794617","-73.8577362","TARRYTOWN"
"4342","20840","SLEEPY HOLLOW PHARMACY","95 BEEKMAN AVE","41.0849860","-73.8627740","SLEEPY HOLLOW"
"4343","11326","GREENLEAF PHARMACY RX CORP","544 WARBURTON AVE","40.9946374","-73.8823660","HASTINGS ON HUDSON"
"4344","20616","TAPPAN PHARMACY","25 OLD TAPPAN RD","41.0221721","-73.9480998","TAPPAN"
"4345","69298","Mps Rx Tri-State Llc","22 Paris Ave","41.0038709","-73.9388029","Rockleigh"
"4346","20675","HARTSDALE PHARMACY INC","211 E HARTSDALE AVE","41.0122933","-73.7960827","HARTSDALE"
"4347","10683","KOBLINS PHARMACY INC","96 MAIN ST","41.0914340","-73.9192039","NYACK"
"4348","21054","MCMANUS PHARMACY","114 MAIN ST","41.0914990","-73.9199760","NYACK"
"4349","10884","PHELPS COMMUNITY PHARMACY","777 N BROADWAY","41.1085820","-73.8616370","SLEEPY HOLLOW"
"4350","10208","SCARSDALE-SPENCER PHARMACY","23 SPENCER PL","40.9897742","-73.8071479","SCARSDALE"
"4351","69393","Prime Care Phcy Services","5 Odell Plaza","40.9702264","-73.8842512","Yonkers"
"4352","10996","HEALTH RX INC","984 NORTH BROADWAY","40.9696985","-73.8844810","YONKERS"
"4353","10812","YONKERS PHARMACY","944 N BROADWAY","40.9691731","-73.8846470","YONKERS"
"4354","21097","THE ATRIUM PHARMACY","19 BRADHURST AVE","41.0876350","-73.8011070","HAWTHORNE"
"4355","10736","HOSPITAL ROAD PHARMACY","44 EAST POST ROAD","41.0265933","-73.7693507","WHITE PLAINS"
"4356","10431","JEFFERSON VALLEY PHARMACY","3663 HILL BLVD","41.3317057","-73.8019931","JEFFERSON VALLEY"
"4357","20906","TOTAL CARE PHARMACY JV INC","3659 LEE RD","41.3325628","-73.8097151","JEFFERSON VALLEY"
"4358","21145","LAKE MAHOPAC PHARMACY & SURGICAL","559 ROUTE 6","41.3510048","-73.7511936","MAHOPAC"
"4359","10625","PUTNAM VALLEY PHARMACY INC","11 PEEKSKILL HOLLOW RD","41.3337800","-73.8727944","PUTNAM VALLEY"
"4360","10213","YORKTOWN REXALL DRUGS","1905 COMMERCE ST","41.2739400","-73.7805990","YORKTOWN HGTS"
"4361","11185","SOMERS PHARMACY","336 RT 202 BAILEY COURT","41.3278772","-73.6948234","SOMERS"
"4362","21142","EVERGREEN PHARMACY GROUP, INC.","1037 MAIN ST","41.2918045","-73.9192455","PEEKSKILL"
"4363","11234","BAXTERS PHARMACY","950 MAIN ST","41.2918170","-73.9208510","PEEKSKILL"
"4364","21323","DE CHRISTOPHERS PHARMACY INC","745 SOUTH ST","41.2892526","-73.9230139","PEEKSKILL"
"4365","10986","JNR PHARMACY","667 STONELEIGH AVE","41.3823227","-73.6652251","CARMEL"
"4366","10542","WEINSTEIN PHARMACY CORP","101 KATONAH AVE","41.2582980","-73.6843580","KATONAH"
"4367","21174","KATONAH PHARMACY","294 KATONAH AVE","41.2550430","-73.6833480","KATONAH"
"4368","11045","BUCHANAN PHARMACY","12 WELCHER AVE","41.2706667","-73.9336310","PEEKSKILL"
"4369","20942","VALUE VILLAGE INC","1620 ROUTE 22","41.3727770","-73.6368350","BREWSTER"
"4370","10439","TRUE CARE PHARMACY","995 ROUTE 22","41.3727770","-73.6368350","BREWSTER"
"4371","20677","NORTHERN WESTCHESTER RX CNTR","19 E MAIN ST","41.2073402","-73.7266752","MT KISCO"
"4372","10206","ROBBINS PHARMACY","128 GRAND ST","41.2089560","-73.8838540","CROTON ON HUDSON"
"4373","10094","DRUG MART OF MILLWOOD","230 SAW MILL RIVER RD","41.1876990","-73.8040360","MILLWOOD"
"4374","10304","JNR PHARMACY CORP","2505 CARMEL AVE STE 110-111","41.3989073","-73.6233298","BREWSTER"
"4375","11384","SAVE MOR DRUGS","175 S RIVERSIDE AVE","41.2025181","-73.8875952","CROTON ON HUDSON"
"4376","11185","SOMERS PHARMACY","336 RT 202 BAILEY COURT","41.3278772","-73.6948234","SOMERS"
"4377","10542","WEINSTEIN PHARMACY CORP","101 KATONAH AVE","41.2582980","-73.6843580","KATONAH"
"4378","21174","KATONAH PHARMACY","294 KATONAH AVE","41.2550430","-73.6833480","KATONAH"
"4379","10213","YORKTOWN REXALL DRUGS","1905 COMMERCE ST","41.2739400","-73.7805990","YORKTOWN HGTS"
"4380","21145","LAKE MAHOPAC PHARMACY & SURGICAL","559 ROUTE 6","41.3510048","-73.7511936","MAHOPAC"
"4381","10431","JEFFERSON VALLEY PHARMACY","3663 HILL BLVD","41.3317057","-73.8019931","JEFFERSON VALLEY"
"4382","20906","TOTAL CARE PHARMACY JV INC","3659 LEE RD","41.3325628","-73.8097151","JEFFERSON VALLEY"
"4383","21070","CROSS RIVER PHARMACY","20 N SALEM RD","41.2712171","-73.6067153","CROSS RIVER"
"4384","20677","NORTHERN WESTCHESTER RX CNTR","19 E MAIN ST","41.2073402","-73.7266752","MT KISCO"
"4385","10986","JNR PHARMACY","667 STONELEIGH AVE","41.3823227","-73.6652251","CARMEL"
"4386","10439","TRUE CARE PHARMACY","995 ROUTE 22","41.3727770","-73.6368350","BREWSTER"
"4387","20942","VALUE VILLAGE INC","1620 ROUTE 22","41.3727770","-73.6368350","BREWSTER"
"4388","11208","ROBERT JACOBSON SURGICAL PHARMACY","359 E MAIN ST","41.1961272","-73.7246622","MOUNT KISCO"
"4389","10924","BEDFORD PHARMACY","424 OLD POST RD","41.1962649","-73.6542304","BEDFORD"
"4390","10304","JNR PHARMACY CORP","2505 CARMEL AVE STE 110-111","41.3989073","-73.6233298","BREWSTER"
"4391","10625","PUTNAM VALLEY PHARMACY INC","11 PEEKSKILL HOLLOW RD","41.3337800","-73.8727944","PUTNAM VALLEY"
"4392","10094","DRUG MART OF MILLWOOD","230 SAW MILL RIVER RD","41.1876990","-73.8040360","MILLWOOD"
"4393","11354","COMMUNITY PHARMACY","100 INDEPENDENT WAY","41.4164621","-73.6294217","BREWSTER"
"4394","10236","HEALTHY CHOICE APOTHECARY","6 S GREELEY AVE","41.1591284","-73.7725753","CHAPPAQUA"
"4395","10175","JNR PHARMACY","511 ROUTE 52","41.4481990","-73.6728410","CARMEL"
"4396","10625","PUTNAM VALLEY PHARMACY INC","11 PEEKSKILL HOLLOW RD","41.3337800","-73.8727944","PUTNAM VALLEY"
"4397","21142","EVERGREEN PHARMACY GROUP, INC.","1037 MAIN ST","41.2918045","-73.9192455","PEEKSKILL"
"4398","11234","BAXTERS PHARMACY","950 MAIN ST","41.2918170","-73.9208510","PEEKSKILL"
"4399","21323","DE CHRISTOPHERS PHARMACY INC","745 SOUTH ST","41.2892526","-73.9230139","PEEKSKILL"
"4400","20906","TOTAL CARE PHARMACY JV INC","3659 LEE RD","41.3325628","-73.8097151","JEFFERSON VALLEY"
"4401","10431","JEFFERSON VALLEY PHARMACY","3663 HILL BLVD","41.3317057","-73.8019931","JEFFERSON VALLEY"
"4402","11045","BUCHANAN PHARMACY","12 WELCHER AVE","41.2706667","-73.9336310","PEEKSKILL"
"4403","21145","LAKE MAHOPAC PHARMACY & SURGICAL","559 ROUTE 6","41.3510048","-73.7511936","MAHOPAC"
"4404","10213","YORKTOWN REXALL DRUGS","1905 COMMERCE ST","41.2739400","-73.7805990","YORKTOWN HGTS"
"4405","10206","ROBBINS PHARMACY","128 GRAND ST","41.2089560","-73.8838540","CROTON ON HUDSON"
"4406","11384","SAVE MOR DRUGS","175 S RIVERSIDE AVE","41.2025181","-73.8875952","CROTON ON HUDSON"
"4407","11272","STONY POINT PHARMACY","69 S LIBERTY DR","41.2235410","-73.9848610","STONY POINT"
"4408","69327","Life Science Pharmacy Inc","144 Route 17m","41.3076175","-74.0652616","Hamman"
"4409","11185","SOMERS PHARMACY","336 RT 202 BAILEY COURT","41.3278772","-73.6948234","SOMERS"
"4410","11367","HAZARDS PHARMACY","290 MAIN ST","41.4354076","-74.0338632","CORNWALL"
"4411","21267","BAXTERS PHCY AND HOME HLTH CARE","23 SAMSONDALE PLZ","41.2079443","-73.9847313","WEST HAVERSTRAW"
"4412","10139","MILLERS DRUG STORE","10 BROADWAY","41.1969760","-73.9641120","HAVERSTRAW"
"4413","21226","LAS AMERICAS PHARMACY CORP","3 BROADWAY","41.1967341","-73.9644434","HAVERSTRAW"
"4414","10823","SCHULTZ PHARMACY","150 W.RAILROAD AVE","41.2075620","-73.9958470","GARNERVILLE"
"4415","21116","HAVESTRAW PHARMACY","124 EAST RAMAPO RD","41.2022061","-73.9931024","GARNERVILLE"
"4416","20877","BUCKS PHARMACY","108 CHATSWORTH AVE","40.9325844","-73.7581775","LARCHMONT"
